,slctn_nmbr,clnt_id,accnt_id,gndr,brth_yr,prsnt_age,accnt_bgn_date,cprtn_prd_d,erly_pnsn_flg,accnt_status,pnsn_age,prvs_npf,brth_plc,addrss_type,rgn,dstrct,city,sttlmnt,pstl_code,okato,phn,email,lk,assgn_npo,assgn_ops
198264,1,0x009F23CB3076624BA020D4230DC139D6,0x4432C3DEBA038E498D32AE1536F10495,ж,1965,59,2008-05-27,308,0,Накопительный период,56,СФР,"0,Курская область, Беловский район, с.Вепал",Адрес по прописке,САРАТОВСКАЯ ОБЛ,ЕКАТЕРИНОВСКИЙ Р-Н,,ЮБИЛЕЙНЫЙ П,412115,63000000000.0,нет,нет,нет,нет,нет
54114,0,0xBBB89C2CEDB4194C9FE7A7019D811EBA,0x1DA4CF6D1C85794F92DB035CD0FE29ED,ж,1962,62,2008-12-31,91,0,Накопительный период,55,,"0,ПОС.ГЭС,КЕМИНСКИЙ Р-Н,КЫРГЫЗСТАН,",Адрес места жительства,ВОЛОГОДСКАЯ ОБЛ,КАДУЙСКИЙ Р-Н,,ХОХЛОВО РП,162532,19000000000.0,нет,нет,нет,нет,нет
444111,0,0xB99C0D9D5CD1BF46A9E7A1F3F43CCAEE,0x83FDAF181E45B14D885641598B861CA4,м,1960,64,2009-12-30,99,0,Накопительный период,61,СФР,"1,ГОР. РОССОШЬ ВОРОНЕЖСКОЙ ОБЛ.",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,РОССОШАНСКИЙ Р-Н,РОССОШЬ Г,,396653,20000000000.0,нет,нет,нет,нет,нет
101174,3,0x943D2C768A4FB38311E65D73E5B121DD,0x943D2C768A4FB38311E65D73E5B121DF,ж,1962,62,2009-09-30,190,0,Накопительный период,55,СФР,"1,КРАСНОУСОЛЬСКИЙ,ГАФУРИЙСКИЙ,БАШКИРСКАЯ АССР,",Адрес места жительства,БАШКОРТОСТАН РЕСП,ГАФУРИЙСКИЙ Р-Н,,КРАСНОУСОЛЬСКИЙ С,453050,80000000000.0,нет,нет,нет,нет,нет
145757,3,0x943D2C768A4FB38311E661431EFFAFAA,0x943D2C768A4FB38311E661431EFFAFAC,м,1954,70,2012-07-27,242,0,Накопительный период,60,СФР,"1,САРАШИ,БАРДЫМСКИЙ,ПЕРМСКАЯ ОБЛАСТЬ,",Адрес места жительства,ПЕРМСКИЙ КРАЙ,,ПЕРМЬ Г,,614087,57000000000.0,нет,нет,нет,нет,нет
420281,0,0x802E37FFE71A2A43919E3AE2A923A0B5,0xE132FDECEE51AA4FBBAFF684F7A6764B,ж,1964,60,2005-11-29,118,0,Накопительный период,55,СФР,"1,С. Р-ЖУРАВКА ПАВЛОВСКОГО Р-НА ВОРОНЕЖСКОЙ ОБЛ.",Адрес места жительства,АМУРСКАЯ ОБЛ,,ШИМАНОВСК Г,,676307,10000000000.0,нет,нет,да,нет,нет
229938,0,0xCE580DEDED4C9540AF84DBAC1B5CA54A,0x890C0D8D9C6DE347BAFBC13AA505C8FE,ж,1960,64,2015-09-30,181,0,Накопительный период,55,"АО ""НПФ ЭЛЕКТРОЭНЕРГЕТИКИ""","1,ГОР. ГОРЬКИЙ",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603095,22000000000.0,нет,нет,нет,нет,да
398978,1,0x51FCDB8ABC3E354195B253F00F1E4A99,0x76DA177D141F574E81BAAE215FA47F3F,ж,1968,56,2016-10-21,2310,1,Выплатной период,60,СФР,"1,Москва",Адрес места жительства,МОСКВА Г,,,,109472,45000000000.0,нет,нет,да,нет,нет
245068,1,0x3824FBB79569704EB77FB4A3768E2663,0x5D1FD09F78517942892F4D5A5C9A3823,ж,1964,60,2013-03-31,757,0,Накопительный период,55,СФР,"0,Шарап Прокопьевск Кемеровская область",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,НОВОКУЗНЕЦК Г,,654059,32000000000.0,нет,нет,нет,нет,нет
480952,0,0xFAE4C226BD9B924FB0ACE94B01ACA7C1,0x8CE4878692628E4E8F6CCC9B16DA7C97,ж,1959,65,2011-10-28,152,0,Накопительный период,55,СФР,"1,АЛЬМЕТЬЕВСК ТАТАРСКОЙ АССР",Адрес места жительства,ТАТАРСТАН РЕСП,АЛЬМЕТЬЕВСКИЙ Р-Н,АЛЬМЕТЬЕВСК Г,,423454,92000000000.0,нет,нет,нет,нет,нет
369555,0,0x288E23F05D2E714D980C473EA9E16EE9,0xEC628A0F84D39C4599C4838F30A49683,м,1958,66,2007-12-22,97,0,Накопительный период,60,СФР,"1,С.ЗЕЛЕНОЕ МИЧУРИНСКОГО Р-НА ТАМБОВСКОЙ ОБЛ",Адрес места жительства,МОСКОВСКАЯ ОБЛ,,ЛОСИНО-ПЕТРОВСКИЙ Г,КОРПУСА Д,141150,46000000000.0,нет,нет,нет,нет,нет
256582,2,0x7B4DF046AF33D248A9D561A22D188AEF,0x2BAD939A4BDE8D42A84F01468B9ECD9B,ж,1963,61,2008-02-20,406,0,Накопительный период,55,,"0,НОСУЛТАНБЕКОВО ДЮРТЮЛИНСКИЙ РЕСПУБЛИКА БАШКОРТОСТАН,,,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ЕКАТЕРИНБУРГ Г,,620050,65000000000.0,нет,нет,нет,нет,нет
203600,1,0x068451580F517842907E9AB6952AFDD1,0x7A00984D4471A24A8E875EB64010767C,ж,1961,63,2011-06-20,98,0,Накопительный период,55,СФР,"0,г. Новокузнецк Кемеровская обл.",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,НОВОКУЗНЕЦК Г,,654084,32000000000.0,нет,нет,нет,нет,нет
425114,3,0x943D2C768A4FB38311E658BEE88FBE08,0x943D2C768A4FB38311E658BEE88FBE0A,м,1959,65,2004-09-29,92,0,Накопительный период,60,СФР,"1,СУМГАИТ,,АЗЕРБАЙДЖАНСКАЯ ССР,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ВОЛЖСКИЙ Г,,404127,18000000000.0,нет,нет,нет,нет,нет
260104,0,0x69B260299DBE4E4CA733A506EFF022A3,0x1BF395E4C981254AA878BA32389B2390,ж,1961,63,2012-06-07,294,0,Накопительный период,55,"ЗАО ""НПФ УРАЛСИБ""","1,РАМАСУХА ПОЧЕНСКИЙ Р-Н БРЯНСКАЯ ОБЛ",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,,ВОРОНЕЖ Г,,394031,20000000000.0,нет,нет,нет,нет,нет
387300,0,0xFFBDE09F020E2040804A7BF034B493CC,0x5203C58003B1A14F8EA1490B8EE624A5,ж,1963,61,2006-12-01,112,0,Накопительный период,55,СФР,"1,Г. ЧЕЛЯБИНСК",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,,ЧЕЛЯБИНСК Г,,454038,75000000000.0,нет,нет,нет,нет,нет
143129,1,0x9E3BCAE37B42534E98B49BDCF4A0C198,0xC13EDC2FD81CC943A832955DBFF8175F,м,1956,68,2008-06-16,288,0,Накопительный период,60,СФР,"0,г.Берд Шамшадинского р-на Армянской ССР",Адрес по прописке,ВОЛГОГРАДСКАЯ ОБЛ,КАЛАЧЕВСКИЙ Р-Н,,ПЯТИМОРСК П,404521,18000000000.0,нет,нет,нет,нет,нет
495052,0,0xCBC304345D273E4AAF1ECC95FE0C4032,0xE9A13441BA2B86478ADF8F126FEFC592,ж,1961,63,2009-04-30,343,0,Накопительный период,55,,"1,ГОР. СОЧИ КРАСНОДАРСКОГО КРАЯ",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603163,22000000000.0,нет,нет,нет,нет,нет
324486,0,0xEDDD88D40590A3428594511D12E5E11C,0x58966310D1DCDA4FB450511A0ADBC262,м,1958,66,2008-10-21,161,0,Накопительный период,60,СФР,"1,МКР.ЛИХОВСКОЙ Г.КАМЕНСК-ШАХТИНСКИЙ",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,РОСТОВ-НА-ДОНУ Г,,344000,60000000000.0,нет,нет,нет,нет,нет
415232,3,0x943D2C768A4FB38311E6596AE92E05F7,0x943D2C768A4FB38311E6596AE92E05F9,ж,1963,61,2005-06-20,280,0,Накопительный период,55,СФР,"1,БОРОВЛЯНКА,КУРГАНСКИЙ,КУРГАНСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КАМЕНСК-УРАЛЬСКИЙ Г,,623414,65000000000.0,нет,нет,да,нет,нет
479049,0,0xF3138CDF69D4E742969DE797F029765D,0x0B2A3C47488ACB45ADC3890022624C7E,ж,1957,67,2011-05-31,302,0,Накопительный период,55,СФР,"1,Г. КИНЕЛЬ КИНЕЛЬСКИЙ Р-Н КУЙБЫШЕВСКАЯ ОБЛ.",Адрес места жительства,САМАРСКАЯ ОБЛ,,КИНЕЛЬ Г,,446435,36000000000.0,нет,нет,нет,нет,нет
145478,2,0x51EDEE55873FD048AA6D9E48EE3AA303,0x772E7BE53FD43D4D8CBDDCDBF4FE5587,ж,1958,66,2011-07-25,247,0,Накопительный период,55,СФР,УДМУРТСКАЯ АССР ЯК-БОДЬИНСКИЙ ЛЮКШУДЬЯ,Адрес по прописке,УДМУРТСКАЯ РЕСП,,ИЖЕВСК Г,,426054,94000000000.0,нет,нет,нет,нет,нет
5888,2,0xFFA2F322AFBC49439831390815517798,0x34CD4EFFE6401B4BBA79C876071856B8,ж,1956,68,2011-07-20,252,0,Накопительный период,55,СФР,ПЕНЗЕНСКАЯ ОБЛАСТЬ БЕЛИНСКИЙ СЯРДА,Адрес места жительства,,МОСКВА Г,,,117628,,нет,нет,да,нет,нет
6334,0,0xADB5C253EB9B5D4BA4F43E7591269ED7,0x8A4B5E018B66F14FA26C6C1577B48491,м,1959,65,2011-09-13,197,0,Накопительный период,60,СФР,"1,КРАСНОЯРСК",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,,КРАСНОЯРСК Г,,660075,4000000000.0,нет,нет,нет,нет,нет
343636,3,0x943D2C768A4FB38311E65E91270B8757,0x943D2C768A4FB38311E65E91270B8759,ж,1959,65,2010-04-30,326,0,Накопительный период,55,СФР,"1,НОВОСИБИРСК,,,",Адрес места жительства,НОВОСИБИРСКАЯ ОБЛ,,НОВОСИБИРСК Г,,630010,50000000000.0,нет,нет,нет,нет,нет
354,0,0x3A0546E3AEA4004D873A05BE3B408792,0xD5648B9B0242714CB792313F565E5425,м,1959,65,2006-09-25,179,0,Накопительный период,60,СФР,"1,С.КРАСНОЯРОВО, ИВАШИНСКОГО Р-НА,БУРЯТСКОЙ АССР",Адрес места жительства,АМУРСКАЯ ОБЛ,АРХАРИНСКИЙ Р-Н,,КУНДУР С,676765,10000000000.0,нет,нет,нет,нет,нет
208304,0,0xA7310205FAD7FF40AC0721AD50BE563C,0xF6E573F42AD7EF4FB32938553D5EDACD,ж,1963,61,2005-10-20,158,0,Накопительный период,55,СФР,"1,ГОР. ТУАПСЕ КРАСНОДАРСКОГО КРАЯ",Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,ТУАПСИНСКИЙ Р-Н,ТУАПСЕ Г,,352802,3000000000.0,нет,нет,нет,нет,нет
101257,3,0x943D2C768A4FB38311E65FB939314B15,0x943D2C768A4FB38311E65FB939314B17,м,1954,70,2009-06-17,1015,0,Накопительный период,60,СФР,"1,ВАССИАНОВКА,ЧЕРНИГОВСКИЙ,ПРИМОРСКИЙ КРАЙ,",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,ИРКУТСК Г,,664044,25000000000.0,нет,нет,нет,нет,нет
252612,1,0xFD7EB3FC41CA284DB7BA679812434959,0x40C9038C96B05B4694E3C96C794C8BA6,ж,1964,60,2013-05-29,729,0,Накопительный период,55,"АО ""НПФ ЭЛЕКТРОЭНЕРГЕТИКИ""","0,УСТЬ-ЮЛ, ПЕРВОМАЙСКИЙ, ТОМСКАЯ ОБЛАСТЬ",Адрес по прописке,ТОМСКАЯ ОБЛ,ПЕРВОМАЙСКИЙ Р-Н,,НОВЫЙ П,636955,69000000000.0,нет,нет,нет,нет,нет
528646,0,0xDF2B3AE59C8ECE44974B91A1A33A6597,0x226699D490AA9A4494FC4825C3DFEFAE,ж,1957,67,2006-12-28,85,0,Накопительный период,55,СФР,"0,БАРНАУЛ,,АЛТАЙСКИЙ КРАЙ,",Адрес места жительства,АЛТАЙСКИЙ КРАЙ,,НОВОАЛТАЙСК Г,,658090,1000000000.0,нет,нет,нет,нет,нет
194127,0,0xC11C6ED6C590044F96233E2DA0CF65A6,0x8E373B56E74BAA45884F4329856D39CE,ж,1961,63,2010-11-17,117,0,Накопительный период,55,СФР,"1,ГОР. КАЗАНЬ",Адрес места жительства,ТАТАРСТАН РЕСП,,КАЗАНЬ Г,,420073,92000000000.0,нет,нет,нет,нет,нет
248088,1,0xAC9C1A630DFCFE4DBDE210A98E40E970,0x4CF13FBB43462249BE9A52483EE606EB,ж,1967,57,2009-04-27,4896,1,Выплатной период,59,"АО ""НПФ ""ОБРАЗОВАНИЕ""","1,г.Курган",Адрес места жительства,КУРГАНСКАЯ ОБЛ,,КУРГАН Г,,640002,37000000000.0,нет,нет,да,нет,нет
61898,2,0x18D70F8477DB6C42A93DF5F58517C39B,0x72D5F3C45826A641ADCD40F9711943D9,ж,1963,61,2011-09-28,182,0,Накопительный период,55,,Г.ПУГАЧЕВ САРАТОВСКАЯ ОБЛ.,Адрес по прописке,САРАТОВСКАЯ ОБЛ,,ПУГАЧЕВ Г,,413726,63000000000.0,нет,нет,нет,нет,нет
397098,1,0x87FBFF79B581F74998F0EECC0F361245,0xCE690CB73534C74F8B385A6BE97FEA5F,ж,1963,61,2011-02-28,394,0,Накопительный период,55,СФР,"0,д.Уварово Череповецкий район Вологодская область",Адрес по прописке,КРАСНОДАРСКИЙ КРАЙ,,НОВОРОССИЙСК Г,,353915,3000000000.0,нет,нет,нет,нет,нет
244947,2,0xC28B0373F2064944A329B5DF184122C1,0x0A71BEC9366A084E8AEFF9F20304A13E,ж,1964,60,2010-04-06,350,0,Накопительный период,55,,САРАПУЛ  УДМУРСКАЯ АССР,Адрес по прописке,ТЮМЕНСКАЯ ОБЛ,УПОРОВСКИЙ Р-Н,,НИФАКИ Д,627183,71000000000.0,нет,нет,нет,нет,нет
92903,0,0x9A6D1A1736B154478FA24A28B8B4F326,0x454C905027077049BC1A15093CC6FA75,ж,1965,59,2016-06-16,284,0,Накопительный период,56,СФР,"1,ГОР. БРЯНСК",Адрес места жительства,МОСКОВСКАЯ ОБЛ,СЕРГИЕВ ПОСАД Г,,,141303,46000000000.0,нет,нет,да,нет,нет
472565,0,0xA79CE000641DEF4C994AE1919065D812,0x43862387E0F21648B94692527F995665,ж,1964,60,2010-12-15,97,0,Накопительный период,55,СФР,"1,С БИШИГИНО НЕРЧИНСКИЙ Р-Н ЧИТИНСКАЯ ОБЛ",Адрес места жительства,АМУРСКАЯ ОБЛ,СЕЛЕМДЖИНСКИЙ Р-Н,,ФЕВРАЛЬСК ПГТ,676572,10000000000.0,нет,нет,да,нет,нет
505820,1,0xB2E99A07368EA949BB15FB5AB8E8EFE2,0x97A105ED1612FD4A95331D3667E5BAEB,ж,1963,61,2011-08-12,229,0,Накопительный период,55,,"0,ГОР. ЛЕНИНГРАД",Адрес по прописке,САНКТ-ПЕТЕРБУРГ Г,,,,197136,40000000000.0,нет,нет,нет,нет,нет
123099,2,0xE5C6224723784742A40253309FD72B01,0xBB6F67C5093CB648937BB62FC597E564,ж,1962,62,2012-06-28,274,0,Накопительный период,55,,"С. ЧЕРЕМЫШ, ПЫШМИНСКИЙ Р-Н, СВЕРДЛОВСКАЯ ОБЛ.",Адрес по прописке,СВЕРДЛОВСКАЯ ОБЛ,ПЫШМИНСКИЙ Р-Н,,ЧЕРЕМЫШ С,623581,65000000000.0,нет,нет,нет,нет,нет
381289,0,0xCF7E23C584A4EF428928B63075BDB07F,0x8B93924D26BCBF4186016F2628C0E893,м,1954,70,2005-12-14,103,0,Накопительный период,60,СФР,"1,ГОРОД КОТЛАС АРХАНГЕЛЬСКОЙ ОБЛАСТИ",Адрес места жительства,АРХАНГЕЛЬСКАЯ ОБЛ,КОТЛАССКИЙ Р-Н,КОТЛАС Г,ВЫЧЕГОДСКИЙ РП,165340,11000000000.0,нет,нет,нет,нет,нет
184957,3,0x943D2C768A4FB38311E65AD92106B48E,0x943D2C768A4FB38311E65AD92106B490,м,1957,67,2007-10-15,165,0,Накопительный период,60,СФР,"1,СТАРЫЕ ТОЙСИ,БАТЫРЕВСКИЙ,ЧУВАШСКАЯ АССР,",Адрес места жительства,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,,НОВОЧЕБОКСАРСК Г,,429951,97000000000.0,нет,нет,нет,нет,нет
145970,3,0x943D2C768A4FB38311E65E5FE58EC6C6,0x943D2C768A4FB38311E65E5FE58EC6C8,м,1951,73,2010-06-08,287,0,Накопительный период,60,СФР,"1,БАРАНЧИНСКИЙ,КУШВИНСКИЙ,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КУШВА Г,БАРАНЧИНСКИЙ П,624315,65000000000.0,нет,нет,нет,нет,нет
54936,3,0x943D2C768A4FB38311E65A998286411B,0x943D2C768A4FB38311E65A998286411D,ж,1961,63,2007-06-14,3312,0,Выплатной период,55,СФР,"0,ПОЛЕВСКОЙ,,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ПОЛЕВСКОЙ Г,,623388,65000000000.0,нет,нет,нет,нет,нет
142247,0,0x8BE9C022CDEE024B813DBB09FDFA10B6,0x1D493E138C240944B81BE3BD21B50D23,ж,1964,60,2011-05-30,303,0,Накопительный период,55,СФР,"1,ГОР. КРАСНОАРМЕЙСК САРАТОВСКОЙ ОБЛ.",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,КРАСНОАРМЕЙСК Г,,412800,63000000000.0,нет,нет,нет,нет,нет
438422,0,0x8331F36B3A501A4AB294F1474914E6AB,0x3EA899C118DC904294915BB5A498232D,м,1955,69,2010-03-31,365,0,Накопительный период,60,СФР,"0,Г. ВОРОНЕЖ,,,",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,,ВОРОНЕЖ Г,,394000,20000000000.0,нет,нет,нет,нет,нет
155162,0,0x56C4E7C1BBA6134AB2A6074D514E448C,0xB0E1C0A5B6A281499BB2714F19142D71,ж,1958,66,2006-03-24,364,0,Накопительный период,55,СФР,"1,КАРТАЛЫ Г, ЧЕЛЯБИНСКАЯ ОБЛАСТЬ",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,КАРТАЛИНСКИЙ Р-Н,КАРТАЛЫ Г,,457351,75000000000.0,нет,нет,нет,нет,нет
47799,1,0xAB39123910B4EF46BAEB38FB68F3FB30,0xA4542B7102518141AB99FEB4EDAD8EE4,ж,1958,66,2011-09-20,91,0,Накопительный период,55,СФР,"0,с. Курундус, Тогучинский р-он, Новосибирской обл.",Адрес по прописке,НОВОСИБИРСКАЯ ОБЛ,БОЛОТНИНСКИЙ Р-Н,БОЛОТНОЕ Г,,633340,50000000000.0,нет,нет,нет,нет,нет
530791,3,0x943D2C768A4FB38311E661D5437FAFC5,0x943D2C768A4FB38311E661D5437FAFC7,ж,1963,61,2006-10-12,162,0,Накопительный период,55,СФР,"1,,,МОСКВА,",Адрес места жительства,МОСКВА Г,,,,129515,45000000000.0,нет,нет,нет,нет,нет
208799,0,0xC223301FD6DB2248A989382A552CF434,0x619620E280A49F47B4D2468AE538E09B,ж,1960,64,2012-05-10,320,0,Накопительный период,55,СФР,"1,КАЗАНЬ",Адрес места жительства,ТАТАРСТАН РЕСП,,КАЗАНЬ Г,,420140,92000000000.0,нет,нет,да,нет,нет
73996,3,0x943D2C768A4FB38311E65887981D104F,0x943D2C768A4FB38311E65887981D1051,ж,1957,67,2004-09-27,94,0,Накопительный период,55,СФР,"1,КНЯЖЕВО,ВОЗНЕСЕНСКИЙ,ГОРЬКОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КРАСНОТУРЬИНСК Г,,624440,65000000000.0,нет,нет,нет,нет,нет
50637,3,0x943D2C768A4FB38311E65CE6D87CD419,0x943D2C768A4FB38311E65CE6D87CD41B,ж,1965,59,2009-12-24,105,0,Накопительный период,56,СФР,"1,КУЙБЫШЕВ,,,",Адрес места жительства,САМАРСКАЯ ОБЛ,,ТОЛЬЯТТИ Г,,445041,36000000000.0,нет,нет,да,нет,нет
42744,0,0x623E96792FE311409B6540F58A2D5BA6,0x9807B7F95F1ABB49BB5463806466E1F5,ж,1961,63,2007-10-29,151,0,Накопительный период,55,СФР,"1,Д ЛОКТИ ИШИМСКИЙ Р-Н ТЮМЕНСКАЯ ОБЛ",Адрес места жительства,ТЮМЕНСКАЯ ОБЛ,ИШИМСКИЙ Р-Н,,СТРЕХНИНО С,627705,71000000000.0,нет,нет,нет,нет,нет
33003,0,0xA639AA04284E554BBC0BF619456DBC01,0xE843F723E195814986A92908494F57F4,ж,1960,64,2010-08-06,228,0,Накопительный период,55,СФР,"1,Г ГОРНОЗАВОДСК НЕВЕЛЬСКОГО Р-НА САХАЛИНСКОЙ ОБЛ",Адрес места жительства,ХАБАРОВСКИЙ КРАЙ,,ХАБАРОВСК Г,,680025,8000000000.0,нет,нет,да,нет,нет
